OrderId,CustomerName,ProductName,Quantity,Price,CreatedAt,Status
6eaaabd4-42ff-40ad-8b8a-c53a6b2e9b6c,John Smith,Speaker,1,902.54,2025-06-04T20:47:39.833174191,PENDING
9d092017-d97a-4ff2-8d6e-4776647f4ee0,Jane Doe,Monitor,10,999.32,2025-06-04T20:47:39.833225523,PENDING
623d1d69-73d8-4897-8bac-79d199a9b385,John Smith,Laptop,2,366.85,2025-06-04T20:47:39.833261983,PENDING
f8f2c047-4c39-442b-a31d-9b8b25e315f6,Diana Davis,Smartphone,10,76.12,2025-06-04T20:47:39.833303640,PENDING
a6a470af-7040-4bd0-8193-f2f6be577343,Grace Lee,Charger,6,790.44,2025-06-04T20:47:39.833331359,PENDING
a2fd5f1d-e194-44db-9617-a4bd26672bfc,Diana Davis,Speaker,7,395.38,2025-06-04T20:47:39.833369682,PENDING
d6720be2-ece6-425b-b21e-732e0f9dc1e3,Eve Miller,Webcam,2,81.92,2025-06-04T20:47:39.833409754,PENDING
b464ec04-e29f-47b4-ac6a-4c34b0d064d1,Diana Davis,Charger,7,982.59,2025-06-04T20:47:39.833443985,PENDING
7caec341-96ed-48e9-8fdc-de540ff9ef8d,Alice Brown,Webcam,6,865.32,2025-06-04T20:47:39.833488682,PENDING
ec255efc-1fbc-43af-b2f3-2c875d1c84d4,Charlie Wilson,Headphones,4,166.15,2025-06-04T20:47:39.833530423,PENDING
b9440f8e-d50d-429f-9075-3f866176e2b7,Eve Miller,Keyboard,1,478.81,2025-06-04T20:47:39.833576546,PENDING
38d89584-edc8-4a23-aac5-52b96250874d,Jane Doe,Tablet,7,967.65,2025-06-04T20:47:39.833627863,PENDING
fe56d02e-8236-42be-8226-529721dd6c85,Jane Doe,Charger,2,962.41,2025-06-04T20:47:39.833671123,PENDING
