OrderId,CustomerName,ProductName,Quantity,Price,CreatedAt,Status
98976813-d563-4a69-be0a-1c170b07538c,Alice Brown,Charger,7,927.83,2025-06-04T20:47:24.833167326,PENDING
d4e11485-cbfe-4e57-a4df-856f9827071c,Charlie Wilson,Headphones,4,50.52,2025-06-04T20:47:24.833200320,PENDING
2747a9ce-6fff-463d-9a4f-6df5919a6813,Alice Brown,Speaker,9,279.61,2025-06-04T20:47:24.833243614,PENDING
0d402630-f886-44b0-a3fb-97444f933533,John Smith,Tablet,4,927.95,2025-06-04T20:47:24.833273913,PENDING
ecb73b9f-180d-4a17-b2d0-4ad59198bd95,Diana Davis,Laptop,4,706.28,2025-06-04T20:47:24.833316864,PENDING
6403ca0d-3ac7-46fa-808e-60a0c7eeae7d,Bob Johnson,Webcam,8,618.89,2025-06-04T20:47:24.833357181,PENDING
f615d6b6-19db-422f-b8a7-a06d622da933,Charlie Wilson,Headphones,8,848.38,2025-06-04T20:47:24.833398907,PENDING
5a2a9a93-fc47-428b-83eb-c9aeeb30d24a,Henry Clark,Headphones,5,722.27,2025-06-04T20:47:24.833443630,PENDING
68517068-f03a-49fd-aad1-3fea379543f3,John Smith,Headphones,8,466.30,2025-06-04T20:47:24.833473026,PENDING
748345d7-28ed-48af-919a-72e4310de214,Charlie Wilson,Tablet,1,356.13,2025-06-04T20:47:24.833528245,PENDING
